0,1,3
0,2,1
0,3,4
0,4,4
0,5,6
0,6,1
0,7,13
0,8,9
0,9,3
0,10,8
0,11,14
0,12,14
0,13,4
0,14,12
0,15,15
0,16,13
0,17,5
0,18,12
0,19,6
0,20,5
0,21,5
0,22,14
0,23,10
0,24,13
0,25,4
0,26,15
0,27,17
0,28,12
0,29,11
0,30,9
0,31,8
0,32,10
0,33,10
0,34,13
0,35,13
0,36,8
0,37,12
0,38,4
0,39,6
0,40,6
0,41,8
0,42,14
0,43,9
0,44,9
0,45,14
0,46,9
0,47,16
0,48,10
0,49,7
0,50,11
0,51,7
0,52,11
0,53,14
0,54,4
0,55,6
0,56,5
0,57,13
0,58,5
0,59,8
0,60,3
0,61,7
0,62,8
0,63,5
0,64,13
0,65,11
0,66,13
0,67,13
0,68,3
0,69,8
0,70,12
0,71,7
0,72,10
0,73,8
0,74,0
0,75,10
0,76,6
0,77,6
0,78,6
0,79,9
0,80,7
0,81,11
0,82,12
0,83,9
0,84,9
0,85,7
0,86,10
0,87,8
0,88,6
0,89,15
0,90,5
0,91,4
0,92,17
0,93,13
0,94,6
0,95,12
0,96,13
0,97,12
0,98,4
0,99,11
1,2,1
1,3,4
1,4,4
1,5,6
1,6,1
1,7,13
1,8,9
1,9,3
1,10,8
1,11,14
1,12,14
1,13,4
1,14,12
1,15,15
1,16,13
1,17,5
1,18,12
1,19,6
1,20,5
1,21,5
1,22,14
1,23,10
1,24,13
1,25,4
1,26,15
1,27,17
1,28,12
1,29,11
1,30,9
1,31,8
1,32,10
1,33,10
1,34,13
1,35,13
1,36,8
1,37,12
1,38,4
1,39,6
1,40,6
1,41,8
1,42,14
1,43,9
1,44,9
1,45,14
1,46,9
1,47,16
1,48,10
1,49,7
1,50,11
1,51,7
1,52,11
1,53,14
1,54,4
1,55,6
1,56,5
1,57,13
1,58,5
1,59,8
1,60,3
1,61,7
1,62,8
1,63,5
1,64,13
1,65,11
1,66,13
1,67,13
1,68,3
1,69,8
1,70,12
1,71,7
1,72,10
1,73,8
1,74,0
1,75,10
1,76,6
1,77,6
1,78,6
1,79,9
1,80,7
1,81,11
1,82,12
1,83,9
1,84,9
1,85,7
1,86,10
1,87,8
1,88,6
1,89,15
1,90,5
1,91,4
1,92,17
1,93,13
1,94,6
1,95,12
1,96,13
1,97,12
1,98,4
1,99,11
2,3,4
2,4,4
2,5,6
2,6,1
2,7,13
2,8,9
2,9,3
2,10,8
2,11,14
2,12,14
2,13,4
2,14,12
2,15,15
2,16,13
2,17,5
2,18,12
2,19,6
2,20,5
2,21,5
2,22,14
2,23,10
2,24,13
2,25,4
2,26,15
2,27,17
2,28,12
2,29,11
2,30,9
2,31,8
2,32,10
2,33,10
2,34,13
2,35,13
2,36,8
2,37,12
2,38,4
2,39,6
2,40,6
2,41,8
2,42,14
2,43,9
2,44,9
2,45,14
2,46,9
2,47,16
2,48,10
2,49,7
2,50,11
2,51,7
2,52,11
2,53,14
2,54,4
2,55,6
2,56,5
2,57,13
2,58,5
2,59,8
2,60,3
2,61,7
2,62,8
2,63,5
2,64,13
2,65,11
2,66,13
2,67,13
2,68,3
2,69,8
2,70,12
2,71,7
2,72,10
2,73,8
2,74,0
2,75,10
2,76,6
2,77,6
2,78,6
2,79,9
2,80,7
2,81,11
2,82,12
2,83,9
2,84,9
2,85,7
2,86,10
2,87,8
2,88,6
2,89,15
2,90,5
2,91,4
2,92,17
2,93,13
2,94,6
2,95,12
2,96,13
2,97,12
2,98,4
2,99,11
3,4,4
3,5,6
3,6,1
3,7,13
3,8,9
3,9,3
3,10,8
3,11,14
3,12,14
3,13,4
3,14,12
3,15,15
3,16,13
3,17,5
3,18,12
3,19,6
3,20,5
3,21,5
3,22,14
3,23,10
3,24,13
3,25,4
3,26,15
3,27,17
3,28,12
3,29,11
3,30,9
3,31,8
3,32,10
3,33,10
3,34,13
3,35,13
3,36,8
3,37,12
3,38,4
3,39,6
3,40,6
3,41,8
3,42,14
3,43,9
3,44,9
3,45,14
3,46,9
3,47,16
3,48,10
3,49,7
3,50,11
3,51,7
3,52,11
3,53,14
3,54,4
3,55,6
3,56,5
3,57,13
3,58,5
3,59,8
3,60,3
3,61,7
3,62,8
3,63,5
3,64,13
3,65,11
3,66,13
3,67,13
3,68,3
3,69,8
3,70,12
3,71,7
3,72,10
3,73,8
3,74,0
3,75,10
3,76,6
3,77,6
3,78,6
3,79,9
3,80,7
3,81,11
3,82,12
3,83,9
3,84,9
3,85,7
3,86,10
3,87,8
3,88,6
3,89,15
3,90,5
3,91,4
3,92,17
3,93,13
